display_name,provider,provider_id,territory_code,location_type,type_id,carbon_free_energy_percentage,containing_location_id,location_id
jioindiawest,AZURE,3,IN,REGION,1,0.0,,azure-jioindiawest
koreacentral,AZURE,3,KR,REGION,1,0.0,,azure-koreacentral
koreacentral-az1,AZURE,3,KR,ZONE,2,0.0,azure-koreacentral,azure-koreacentral-az1
koreacentral-az2,AZURE,3,KR,ZONE,2,0.0,azure-koreacentral,azure-koreacentral-az2
koreacentral-az3,AZURE,3,KR,ZONE,2,0.0,azure-koreacentral,azure-koreacentral-az3
koreasouth,AZURE,3,KR,REGION,1,0.0,,azure-koreasouth
malaysiawest,AZURE,3,MY,REGION,1,0.0,,azure-malaysiawest
malaysiawest-az1,AZURE,3,MY,ZONE,2,0.0,azure-malaysiawest,azure-malaysiawest-az1
malaysiawest-az2,AZURE,3,MY,ZONE,2,0.0,azure-malaysiawest,azure-malaysiawest-az2
malaysiawest-az3,AZURE,3,MY,ZONE,2,0.0,azure-malaysiawest,azure-malaysiawest-az3
mexicocentral,AZURE,3,MX,REGION,1,0.0,,azure-mexicocentral
mexicocentral-az1,AZURE,3,MX,ZONE,2,0.0,azure-mexicocentral,azure-mexicocentral-az1
mexicocentral-az2,AZURE,3,MX,ZONE,2,0.0,azure-mexicocentral,azure-mexicocentral-az2
mexicocentral-az3,AZURE,3,MX,ZONE,2,0.0,azure-mexicocentral,azure-mexicocentral-az3
newzealandnorth,AZURE,3,NZ,REGION,1,0.0,,azure-newzealandnorth
newzealandnorth-az1,AZURE,3,NZ,ZONE,2,0.0,azure-newzealandnorth,azure-newzealandnorth-az1
newzealandnorth-az2,AZURE,3,NZ,ZONE,2,0.0,azure-newzealandnorth,azure-newzealandnorth-az2
newzealandnorth-az3,AZURE,3,NZ,ZONE,2,0.0,azure-newzealandnorth,azure-newzealandnorth-az3
northcentralus,AZURE,3,US,REGION,1,0.0,,azure-northcentralus
northeurope,AZURE,3,IE,REGION,1,0.0,,azure-northeurope
northeurope-az1,AZURE,3,IE,ZONE,2,0.0,azure-northeurope,azure-northeurope-az1
northeurope-az2,AZURE,3,IE,ZONE,2,0.0,azure-northeurope,azure-northeurope-az2
northeurope-az3,AZURE,3,IE,ZONE,2,0.0,azure-northeurope,azure-northeurope-az3
norwayeast,AZURE,3,NO,REGION,1,0.0,,azure-norwayeast
norwayeast-az1,AZURE,3,NO,ZONE,2,0.0,azure-norwayeast,azure-norwayeast-az1
norwayeast-az2,AZURE,3,NO,ZONE,2,0.0,azure-norwayeast,azure-norwayeast-az2
norwayeast-az3,AZURE,3,NO,ZONE,2,0.0,azure-norwayeast,azure-norwayeast-az3
norwaywest,AZURE,3,NO,REGION,1,0.0,,azure-norwaywest
polandcentral,AZURE,3,PL,REGION,1,0.0,,azure-polandcentral
polandcentral-az1,AZURE,3,PL,ZONE,2,0.0,azure-polandcentral,azure-polandcentral-az1
polandcentral-az2,AZURE,3,PL,ZONE,2,0.0,azure-polandcentral,azure-polandcentral-az2
polandcentral-az3,AZURE,3,PL,ZONE,2,0.0,azure-polandcentral,azure-polandcentral-az3
qatarcentral,AZURE,3,QA,REGION,1,0.0,,azure-qatarcentral
qatarcentral-az1,AZURE,3,QA,ZONE,2,0.0,azure-qatarcentral,azure-qatarcentral-az1
qatarcentral-az2,AZURE,3,QA,ZONE,2,0.0,azure-qatarcentral,azure-qatarcentral-az2
qatarcentral-az3,AZURE,3,QA,ZONE,2,0.0,azure-qatarcentral,azure-qatarcentral-az3
southafricanorth,AZURE,3,ZA,REGION,1,0.0,,azure-southafricanorth
southafricanorth-az1,AZURE,3,ZA,ZONE,2,0.0,azure-southafricanorth,azure-southafricanorth-az1
southafricanorth-az2,AZURE,3,ZA,ZONE,2,0.0,azure-southafricanorth,azure-southafricanorth-az2
southafricanorth-az3,AZURE,3,ZA,ZONE,2,0.0,azure-southafricanorth,azure-southafricanorth-az3
southafricawest,AZURE,3,ZA,REGION,1,0.0,,azure-southafricawest
southcentralus,AZURE,3,US,REGION,1,0.0,,azure-southcentralus
southcentralus-az1,AZURE,3,US,ZONE,2,0.0,azure-southcentralus,azure-southcentralus-az1
southcentralus-az2,AZURE,3,US,ZONE,2,0.0,azure-southcentralus,azure-southcentralus-az2
southcentralus-az3,AZURE,3,US,ZONE,2,0.0,azure-southcentralus,azure-southcentralus-az3
southcentralusstg,AZURE,3,US,REGION,1,0.0,,azure-southcentralusstg
southeastasia,AZURE,3,SG,REGION,1,0.0,,azure-southeastasia
southeastasia-az1,AZURE,3,SG,ZONE,2,0.0,azure-southeastasia,azure-southeastasia-az1
southeastasia-az2,AZURE,3,SG,ZONE,2,0.0,azure-southeastasia,azure-southeastasia-az2
southeastasia-az3,AZURE,3,SG,ZONE,2,0.0,azure-southeastasia,azure-southeastasia-az3
southindia,AZURE,3,IN,REGION,1,0.0,,azure-southindia
spaincentral,AZURE,3,ES,REGION,1,0.0,,azure-spaincentral
spaincentral-az1,AZURE,3,ES,ZONE,2,0.0,azure-spaincentral,azure-spaincentral-az1
spaincentral-az2,AZURE,3,ES,ZONE,2,0.0,azure-spaincentral,azure-spaincentral-az2
spaincentral-az3,AZURE,3,ES,ZONE,2,0.0,azure-spaincentral,azure-spaincentral-az3
swedencentral,AZURE,3,SE,REGION,1,0.0,,azure-swedencentral
swedencentral-az1,AZURE,3,SE,ZONE,2,0.0,azure-swedencentral,azure-swedencentral-az1
swedencentral-az2,AZURE,3,SE,ZONE,2,0.0,azure-swedencentral,azure-swedencentral-az2
swedencentral-az3,AZURE,3,SE,ZONE,2,0.0,azure-swedencentral,azure-swedencentral-az3
switzerlandnorth,AZURE,3,CH,REGION,1,0.0,,azure-switzerlandnorth
switzerlandnorth-az1,AZURE,3,CH,ZONE,2,0.0,azure-switzerlandnorth,azure-switzerlandnorth-az1
switzerlandnorth-az2,AZURE,3,CH,ZONE,2,0.0,azure-switzerlandnorth,azure-switzerlandnorth-az2
switzerlandnorth-az3,AZURE,3,CH,ZONE,2,0.0,azure-switzerlandnorth,azure-switzerlandnorth-az3
switzerlandwest,AZURE,3,CH,REGION,1,0.0,,azure-switzerlandwest
uaecentral,AZURE,3,AE,REGION,1,0.0,,azure-uaecentral
uaenorth,AZURE,3,AE,REGION,1,0.0,,azure-uaenorth
uaenorth-az1,AZURE,3,AE,ZONE,2,0.0,azure-uaenorth,azure-uaenorth-az1
uaenorth-az2,AZURE,3,AE,ZONE,2,0.0,azure-uaenorth,azure-uaenorth-az2
uaenorth-az3,AZURE,3,AE,ZONE,2,0.0,azure-uaenorth,azure-uaenorth-az3
uksouth,AZURE,3,GB,REGION,1,0.0,,azure-uksouth
uksouth-az1,AZURE,3,GB,ZONE,2,0.0,azure-uksouth,azure-uksouth-az1
uksouth-az2,AZURE,3,GB,ZONE,2,0.0,azure-uksouth,azure-uksouth-az2
uksouth-az3,AZURE,3,GB,ZONE,2,0.0,azure-uksouth,azure-uksouth-az3
ukwest,AZURE,3,GB,REGION,1,0.0,,azure-ukwest
westcentralus,AZURE,3,US,REGION,1,0.0,,azure-westcentralus
westeurope,AZURE,3,NL,REGION,1,0.0,,azure-westeurope
westeurope-az1,AZURE,3,NL,ZONE,2,0.0,azure-westeurope,azure-westeurope-az1
westeurope-az2,AZURE,3,NL,ZONE,2,0.0,azure-westeurope,azure-westeurope-az2
westeurope-az3,AZURE,3,NL,ZONE,2,0.0,azure-westeurope,azure-westeurope-az3
westindia,AZURE,3,IN,REGION,1,0.0,,azure-westindia
westus,AZURE,3,US,REGION,1,0.0,,azure-westus
westus2,AZURE,3,US,REGION,1,0.0,,azure-westus2
westus2-az1,AZURE,3,US,ZONE,2,0.0,azure-westus2,azure-westus2-az1
westus2-az2,AZURE,3,US,ZONE,2,0.0,azure-westus2,azure-westus2-az2
westus2-az3,AZURE,3,US,ZONE,2,0.0,azure-westus2,azure-westus2-az3
westus3,AZURE,3,US,REGION,1,0.0,,azure-westus3
westus3-az1,AZURE,3,US,ZONE,2,0.0,azure-westus3,azure-westus3-az1
westus3-az2,AZURE,3,US,ZONE,2,0.0,azure-westus3,azure-westus3-az2
westus3-az3,AZURE,3,US,ZONE,2,0.0,azure-westus3,azure-westus3-az3
asia-southeast3,GCP,1,TH,REGION,1,0.0,,gcp-asia-southeast3
asia-southeast3-a,GCP,1,TH,ZONE,2,0.0,gcp-asia-southeast3,gcp-asia-southeast3-a
asia-southeast3-b,GCP,1,TH,ZONE,2,0.0,gcp-asia-southeast3,gcp-asia-southeast3-b
asia-southeast3-c,GCP,1,TH,ZONE,2,0.0,gcp-asia-southeast3,gcp-asia-southeast3-c
af-casablanca-1,OCI,4,MA,REGION,1,0.0,,oci-af-casablanca-1
af-casablanca-1-ad-1,OCI,4,MA,ZONE,2,0.0,oci-af-casablanca-1,oci-af-casablanca-1-ad-1
af-johannesburg-1,OCI,4,ZA,REGION,1,0.0,,oci-af-johannesburg-1
af-johannesburg-1-ad-1,OCI,4,ZA,ZONE,2,0.0,oci-af-johannesburg-1,oci-af-johannesburg-1-ad-1
ap-batam-1,OCI,4,ID,REGION,1,0.0,,oci-ap-batam-1
ap-batam-1-ad-1,OCI,4,ID,ZONE,2,0.0,oci-ap-batam-1,oci-ap-batam-1-ad-1
ap-chuncheon-1,OCI,4,KR,REGION,1,0.0,,oci-ap-chuncheon-1
ap-chuncheon-1-ad-1,OCI,4,KR,ZONE,2,0.0,oci-ap-chuncheon-1,oci-ap-chuncheon-1-ad-1
ap-hyderabad-1,OCI,4,IN,REGION,1,0.0,,oci-ap-hyderabad-1
ap-hyderabad-1-ad-1,OCI,4,IN,ZONE,2,0.0,oci-ap-hyderabad-1,oci-ap-hyderabad-1-ad-1
ap-kulai-2,OCI,4,MY,REGION,1,0.0,,oci-ap-kulai-2
ap-kulai-2-ad-1,OCI,4,MY,ZONE,2,0.0,oci-ap-kulai-2,oci-ap-kulai-2-ad-1
ap-melbourne-1,OCI,4,AU,REGION,1,0.0,,oci-ap-melbourne-1
ap-melbourne-1-ad-1,OCI,4,AU,ZONE,2,0.0,oci-ap-melbourne-1,oci-ap-melbourne-1-ad-1
ap-mumbai-1,OCI,4,IN,REGION,1,0.0,,oci-ap-mumbai-1
ap-mumbai-1-ad-1,OCI,4,IN,ZONE,2,0.0,oci-ap-mumbai-1,oci-ap-mumbai-1-ad-1
ap-osaka-1,OCI,4,JP,REGION,1,0.0,,oci-ap-osaka-1
ap-osaka-1-ad-1,OCI,4,JP,ZONE,2,0.0,oci-ap-osaka-1,oci-ap-osaka-1-ad-1
ap-seoul-1,OCI,4,KR,REGION,1,0.0,,oci-ap-seoul-1
ap-seoul-1-ad-1,OCI,4,KR,ZONE,2,0.0,oci-ap-seoul-1,oci-ap-seoul-1-ad-1
ap-singapore-1,OCI,4,SG,REGION,1,0.0,,oci-ap-singapore-1
ap-singapore-1-ad-1,OCI,4,SG,ZONE,2,0.0,oci-ap-singapore-1,oci-ap-singapore-1-ad-1
ap-singapore-2,OCI,4,SG,REGION,1,0.0,,oci-ap-singapore-2
ap-singapore-2-ad-1,OCI,4,SG,ZONE,2,0.0,oci-ap-singapore-2,oci-ap-singapore-2-ad-1
ap-sydney-1,OCI,4,AU,REGION,1,0.0,,oci-ap-sydney-1
ap-sydney-1-ad-1,OCI,4,AU,ZONE,2,0.0,oci-ap-sydney-1,oci-ap-sydney-1-ad-1
ap-tokyo-1,OCI,4,JP,REGION,1,0.0,,oci-ap-tokyo-1
ap-tokyo-1-ad-1,OCI,4,JP,ZONE,2,0.0,oci-ap-tokyo-1,oci-ap-tokyo-1-ad-1
ca-montreal-1,OCI,4,CA,REGION,1,0.0,,oci-ca-montreal-1
ca-montreal-1-ad-1,OCI,4,CA,ZONE,2,0.0,oci-ca-montreal-1,oci-ca-montreal-1-ad-1
ca-toronto-1,OCI,4,CA,REGION,1,0.0,,oci-ca-toronto-1
ca-toronto-1-ad-1,OCI,4,CA,ZONE,2,0.0,oci-ca-toronto-1,oci-ca-toronto-1-ad-1
eu-amsterdam-1,OCI,4,NL,REGION,1,0.0,,oci-eu-amsterdam-1
eu-amsterdam-1-ad-1,OCI,4,NL,ZONE,2,0.0,oci-eu-amsterdam-1,oci-eu-amsterdam-1-ad-1
eu-frankfurt-1,OCI,4,DE,REGION,1,0.0,,oci-eu-frankfurt-1
eu-frankfurt-1-ad-1,OCI,4,DE,ZONE,2,0.0,oci-eu-frankfurt-1,oci-eu-frankfurt-1-ad-1
eu-frankfurt-1-ad-2,OCI,4,DE,ZONE,2,0.0,oci-eu-frankfurt-1,oci-eu-frankfurt-1-ad-2
eu-frankfurt-1-ad-3,OCI,4,DE,ZONE,2,0.0,oci-eu-frankfurt-1,oci-eu-frankfurt-1-ad-3
eu-madrid-1,OCI,4,ES,REGION,1,0.0,,oci-eu-madrid-1
eu-madrid-1-ad-1,OCI,4,ES,ZONE,2,0.0,oci-eu-madrid-1,oci-eu-madrid-1-ad-1
eu-madrid-3,OCI,4,ES,REGION,1,0.0,,oci-eu-madrid-3
eu-madrid-3-ad-1,OCI,4,ES,ZONE,2,0.0,oci-eu-madrid-3,oci-eu-madrid-3-ad-1
eu-marseille-1,OCI,4,FR,REGION,1,0.0,,oci-eu-marseille-1
eu-marseille-1-ad-1,OCI,4,FR,ZONE,2,0.0,oci-eu-marseille-1,oci-eu-marseille-1-ad-1
eu-milan-1,OCI,4,IT,REGION,1,0.0,,oci-eu-milan-1
eu-milan-1-ad-1,OCI,4,IT,ZONE,2,0.0,oci-eu-milan-1,oci-eu-milan-1-ad-1
eu-paris-1,OCI,4,FR,REGION,1,0.0,,oci-eu-paris-1
eu-paris-1-ad-1,OCI,4,FR,ZONE,2,0.0,oci-eu-paris-1,oci-eu-paris-1-ad-1
eu-stockholm-1,OCI,4,SE,REGION,1,0.0,,oci-eu-stockholm-1
eu-stockholm-1-ad-1,OCI,4,SE,ZONE,2,0.0,oci-eu-stockholm-1,oci-eu-stockholm-1-ad-1
eu-turin-1,OCI,4,IT,REGION,1,0.0,,oci-eu-turin-1
eu-turin-1-ad-1,OCI,4,IT,ZONE,2,0.0,oci-eu-turin-1,oci-eu-turin-1-ad-1
eu-zurich-1,OCI,4,CH,REGION,1,0.0,,oci-eu-zurich-1
eu-zurich-1-ad-1,OCI,4,CH,ZONE,2,0.0,oci-eu-zurich-1,oci-eu-zurich-1-ad-1
il-jerusalem-1,OCI,4,IL,REGION,1,0.0,,oci-il-jerusalem-1
il-jerusalem-1-ad-1,OCI,4,IL,ZONE,2,0.0,oci-il-jerusalem-1,oci-il-jerusalem-1-ad-1
me-abudhabi-1,OCI,4,AE,REGION,1,0.0,,oci-me-abudhabi-1
me-abudhabi-1-ad-1,OCI,4,AE,ZONE,2,0.0,oci-me-abudhabi-1,oci-me-abudhabi-1-ad-1
me-dubai-1,OCI,4,AE,REGION,1,0.0,,oci-me-dubai-1
me-dubai-1-ad-1,OCI,4,AE,ZONE,2,0.0,oci-me-dubai-1,oci-me-dubai-1-ad-1
me-jeddah-1,OCI,4,SA,REGION,1,0.0,,oci-me-jeddah-1
me-jeddah-1-ad-1,OCI,4,SA,ZONE,2,0.0,oci-me-jeddah-1,oci-me-jeddah-1-ad-1
me-riyadh-1,OCI,4,SA,REGION,1,0.0,,oci-me-riyadh-1
me-riyadh-1-ad-1,OCI,4,SA,ZONE,2,0.0,oci-me-riyadh-1,oci-me-riyadh-1-ad-1
mx-monterrey-1,OCI,4,MX,REGION,1,0.0,,oci-mx-monterrey-1
mx-monterrey-1-ad-1,OCI,4,MX,ZONE,2,0.0,oci-mx-monterrey-1,oci-mx-monterrey-1-ad-1
mx-queretaro-1,OCI,4,MX,REGION,1,0.0,,oci-mx-queretaro-1
mx-queretaro-1-ad-1,OCI,4,MX,ZONE,2,0.0,oci-mx-queretaro-1,oci-mx-queretaro-1-ad-1
phx-ad-1,OCI,4,US,ZONE,2,0.0,oci-us-phoenix-1,oci-phx-ad-1
phx-ad-2,OCI,4,US,ZONE,2,0.0,oci-us-phoenix-1,oci-phx-ad-2
phx-ad-3,OCI,4,US,ZONE,2,0.0,oci-us-phoenix-1,oci-phx-ad-3
sa-bogota-1,OCI,4,CO,REGION,1,0.0,,oci-sa-bogota-1
sa-bogota-1-ad-1,OCI,4,CO,ZONE,2,0.0,oci-sa-bogota-1,oci-sa-bogota-1-ad-1
sa-santiago-1,OCI,4,CL,REGION,1,0.0,,oci-sa-santiago-1
sa-santiago-1-ad-1,OCI,4,CL,ZONE,2,0.0,oci-sa-santiago-1,oci-sa-santiago-1-ad-1
sa-saopaulo-1,OCI,4,BR,REGION,1,0.0,,oci-sa-saopaulo-1
sa-saopaulo-1-ad-1,OCI,4,BR,ZONE,2,0.0,oci-sa-saopaulo-1,oci-sa-saopaulo-1-ad-1
sa-valparaiso-1,OCI,4,CL,REGION,1,0.0,,oci-sa-valparaiso-1
sa-valparaiso-1-ad-1,OCI,4,CL,ZONE,2,0.0,oci-sa-valparaiso-1,oci-sa-valparaiso-1-ad-1
sa-vinhedo-1,OCI,4,BR,REGION,1,0.0,,oci-sa-vinhedo-1
sa-vinhedo-1-ad-1,OCI,4,BR,ZONE,2,0.0,oci-sa-vinhedo-1,oci-sa-vinhedo-1-ad-1
uk-cardiff-1,OCI,4,GB,REGION,1,0.0,,oci-uk-cardiff-1
uk-cardiff-1-ad-1,OCI,4,GB,ZONE,2,0.0,oci-uk-cardiff-1,oci-uk-cardiff-1-ad-1
uk-london-1,OCI,4,GB,REGION,1,0.0,,oci-uk-london-1
uk-london-1-ad-1,OCI,4,GB,ZONE,2,0.0,oci-uk-london-1,oci-uk-london-1-ad-1
uk-london-1-ad-2,OCI,4,GB,ZONE,2,0.0,oci-uk-london-1,oci-uk-london-1-ad-2
uk-london-1-ad-3,OCI,4,GB,ZONE,2,0.0,oci-uk-london-1,oci-uk-london-1-ad-3
us-ashburn-1,OCI,4,US,REGION,1,0.0,,oci-us-ashburn-1
us-ashburn-ad-1,OCI,4,US,ZONE,2,0.0,oci-us-ashburn-1,oci-us-ashburn-ad-1
us-ashburn-ad-2,OCI,4,US,ZONE,2,0.0,oci-us-ashburn-1,oci-us-ashburn-ad-2
us-ashburn-ad-3,OCI,4,US,ZONE,2,0.0,oci-us-ashburn-1,oci-us-ashburn-ad-3
us-chicago-1,OCI,4,US,REGION,1,0.0,,oci-us-chicago-1
us-chicago-1-ad-1,OCI,4,US,ZONE,2,0.0,oci-us-chicago-1,oci-us-chicago-1-ad-1
us-chicago-1-ad-2,OCI,4,US,ZONE,2,0.0,oci-us-chicago-1,oci-us-chicago-1-ad-2
us-chicago-1-ad-3,OCI,4,US,ZONE,2,0.0,oci-us-chicago-1,oci-us-chicago-1-ad-3
us-phoenix-1,OCI,4,US,REGION,1,0.0,,oci-us-phoenix-1
us-sanjose-1,OCI,4,US,REGION,1,0.0,,oci-us-sanjose-1
us-sanjose-1-ad-1,OCI,4,US,ZONE,2,0.0,oci-us-sanjose-1,oci-us-sanjose-1-ad-1
